#,Date & Time,Distance,Distance Total,GPS Seconds,Seconds Multiplier,Seconds,Latitude,Longitude,Video frames,Channel,MANGROVE,SALTMARSH,TERR TREES,GRASS,URBAN/ GARDEN,NONE,Natural,Gravel,ERODED,ACTIVE ERODED,STABLE,DEPOSITIONAL,Wall,Wooden,Rock,Cement,Tyre/ Other,Mangroves with protective wall,Boat Ramp,Open Drain,Drain/ Pipe,Jetty/ Wharf/ Pontoon,Bridge,Canal Entrance,Marina / Harbour,Groyne/ Baffle/ Gabion,Poles / Signs,Boardwalk,Litter,Tidal Wetland,Natural Terrestrial,Grazing,Cropping,Residential,Commercial / Industrial,Recreation/ Park,Roads,Dense,Medium,Sparse,Scattered,none,STUNTED,SHORT,MEDIUM,TALL,none,Few,Some,Many,Dense,MANGROVE PRESENCE,Species,Presence,Intensity,Dead,Cutting,Grazing,Storm Damage,Insect,Bats,Herbicide,Terrestrial PRESENCE,STUNTED,SHORT,MEDIUM,TALL,Dense,Medium,Sparse,Scattered,A few,Present,A few,#,Density,Height,Biomass,Biomass,Dieback,Dead Trees,Health,Erosion,Seedlings,Stability,MANGROVE SCORE,Bank Hardening,Point features,Adjacent landuse,MODIFICATION SCORE,BANK PROCESS,erosion,Bank Veg Density,Bank Veg Condition,OVERALL BANK SCORE,Dieback,Dead Trees,Health,Terr Density
11,19/08/10 10:37:31,4,44,0:00:01,1,1,-27.47391,153.04106,3940,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,19/08/10 10:37:32,4,48,0:00:01,1,1,-27.47395,153.04107,3941,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,19/08/10 10:37:33,4,52,0:00:01,1,1,-27.47398,153.04107,3942,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,19/08/10 10:37:34,4,56,0:00:01,1,1,-27.47401,153.04108,3943,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,19/08/10 10:37:35,4,60,0:00:01,1,1,-27.47405,153.04108,3944,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,19/08/10 10:37:36,4,64,0:00:01,1,1,-27.47408,153.04109,3945,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,19/08/10 10:37:37,4,68,0:00:01,1,1,-27.47412,153.0411,3946,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19/08/10 10:37:38,4,72,0:00:01,1,1,-27.47415,153.04111,3947,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19/08/10 10:37:39,4,76,0:00:01,1,1,-27.47418,153.04111,3948,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,19/08/10 10:37:40,4,80,0:00:01,1,1,-27.47422,153.04112,3949,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,19/08/10 10:37:41,4,84,0:00:01,1,1,-27.47425,153.04113,3950,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,19/08/10 10:37:42,4,88,0:00:01,1,1,-27.47428,153.04115,3951,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,19/08/10 10:37:43,4,92,0:00:01,1,1,-27.47431,153.04116,3952,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,19/08/10 10:37:44,4,96,0:00:01,1,1,-27.47435,153.04117,3953,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,19/08/10 10:37:45,4,100,0:00:01,1,1,-27.47438,153.04118,3954,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,19/08/10 10:37:46,4,104,0:00:01,1,1,-27.47441,153.0412,3955,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,19/08/10 10:37:47,4,108,0:00:01,1,1,-27.47444,153.04121,3956,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,19/08/10 10:37:48,4,112,0:00:01,1,1,-27.47448,153.04123,3957,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,19/08/10 10:37:49,4,116,0:00:01,1,1,-27.47451,153.04124,3958,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,19/08/10 10:37:50,4,120,0:00:01,1,1,-27.47454,153.04126,3959,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,19/08/10 10:37:51,4,124,0:00:01,1,1,-27.47457,153.04127,3960,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,19/08/10 10:37:52,4,128,0:00:01,1,1,-27.4746,153.04129,3961,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,19/08/10 10:37:53,4,132,0:00:01,1,1,-27.47463,153.04131,3962,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,19/08/10 10:37:54,4,136,0:00:01,1,1,-27.47466,153.04133,3963,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,19/08/10 10:37:55,4,140,0:00:01,1,1,-27.47469,153.04135,3964,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,19/08/10 10:37:56,4,144,0:00:01,1,1,-27.47472,153.04136,3965,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,19/08/10 10:37:57,4,148,0:00:01,1,1,-27.47475,153.04139,3966,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,19/08/10 10:37:58,4,152,0:00:01,1,1,-27.47478,153.04141,3967,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,19/08/10 10:37:59,4,156,0:00:01,1,1,-27.47481,153.04143,3968,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,19/08/10 10:38:00,4,160,0:00:01,1,1,-27.47484,153.04145,3969,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,19/08/10 10:38:01,4,164,0:00:01,1,1,-27.47487,153.04147,3970,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,19/08/10 10:38:02,4,168,0:00:01,1,1,-27.4749,153.0415,3971,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,19/08/10 10:38:03,4,172,0:00:01,1,1,-27.47493,153.04152,3972,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,19/08/10 10:38:04,4,176,0:00:01,1,1,-27.47495,153.04154,3973,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,19/08/10 10:38:05,4,180,0:00:01,1,1,-27.47498,153.04157,3974,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,19/08/10 10:38:06,4,184,0:00:01,1,1,-27.47501,153.04159,3975,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,19/08/10 10:38:07,4,188,0:00:01,1,1,-27.47503,153.04162,3976,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,19/08/10 10:38:08,4,192,0:00:01,1,1,-27.47506,153.04165,3977,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,19/08/10 10:38:09,4,196,0:00:01,1,1,-27.47508,153.04167,3978,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,19/08/10 10:38:10,4,200,0:00:01,1,1,-27.47511,153.0417,3979,,,,,,,1,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,19/08/10 10:38:11,4,204,0:00:01,1,1,-27.47514,153.04173,3980,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,19/08/10 10:38:12,4,208,0:00:01,1,1,-27.47516,153.04175,3981,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,19/08/10 10:38:13,4,212,0:00:01,1,1,-27.47518,153.04178,3982,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,19/08/10 10:38:14,4,216,0:00:01,1,1,-27.4752,153.04181,3983,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,19/08/10 10:38:15,4,220,0:00:01,1,1,-27.47521,153.04184,3984,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,19/08/10 10:38:16,4,224,0:00:01,1,1,-27.47523,153.04187,3985,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,19/08/10 10:38:17,4,228,0:00:01,1,1,-27.47525,153.04191,3986,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,19/08/10 10:38:18,4,232,0:00:01,1,1,-27.47527,153.04194,3987,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,19/08/10 10:38:19,4,236,0:00:01,1,1,-27.47529,153.04197,3988,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,19/08/10 10:38:20,4,240,0:00:02,2,2,-27.4753,153.04201,3990,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,19/08/10 10:38:22,4,244,0:00:01,1,1,-27.47533,153.04207,3991,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,19/08/10 10:38:23,4,248,0:00:01,1,1,-27.47535,153.04211,3992,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,19/08/10 10:38:24,4,252,0:00:01,1,1,-27.47536,153.04214,3993,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,19/08/10 10:38:25,4,256,0:00:01,1,1,-27.47538,153.04217,3994,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,19/08/10 10:38:26,4,260,0:00:01,1,1,-27.47539,153.04221,3995,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,19/08/10 10:38:27,4,264,0:00:01,1,1,-27.4754,153.04224,3996,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,19/08/10 10:38:28,4,268,0:00:01,1,1,-27.47542,153.04228,3997,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,19/08/10 10:38:29,4,272,0:00:01,1,1,-27.47543,153.04231,3998,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,19/08/10 10:38:30,4,276,0:00:01,1,1,-27.47544,153.04234,3999,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,19/08/10 10:38:31,4,280,0:00:01,1,1,-27.47546,153.04238,4000,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,19/08/10 10:38:32,4,284,0:00:01,1,1,-27.47547,153.04241,4001,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,19/08/10 10:38:33,4,288,0:00:01,1,1,-27.47548,153.04244,4002,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,19/08/10 10:38:34,4,292,0:00:01,1,1,-27.4755,153.04248,4003,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,19/08/10 10:38:35,4,296,0:00:01,1,1,-27.47551,153.04251,4004,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,19/08/10 10:38:36,4,300,0:00:01,1,1,-27.47553,153.04254,4005,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,19/08/10 10:38:37,4,304,0:00:01,1,1,-27.47554,153.04258,4006,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,19/08/10 10:38:38,4,308,0:00:02,2,2,-27.47556,153.04261,4008,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,19/08/10 10:38:40,4,312,0:00:01,1,1,-27.47559,153.04267,4009,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,19/08/10 10:38:41,4,316,0:00:01,1,1,-27.47561,153.0427,4010,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,19/08/10 10:38:42,4,320,0:00:01,1,1,-27.47563,153.04274,4011,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,19/08/10 10:38:43,4,324,0:00:03,3,3,-27.47565,153.04277,4014,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,19/08/10 10:38:46,4,328,0:00:01,1,1,-27.47571,153.04286,4015,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,19/08/10 10:38:47,4,332,0:00:01,1,1,-27.47572,153.04289,4016,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,19/08/10 10:38:48,4,336,0:00:01,1,1,-27.47574,153.04292,4017,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
